MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
75.37|41|4110|obstetrics|41010|other obstetrical procedures|462600|other obstetrical procedures|f
75.38|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
75.99|41|4110|obstetrics|41010|other obstetrical procedures|462600|other obstetrical procedures|f
751|41|4110|obstetrics|40990|fetal testing|461500|amniocentesis|f
752|41|4150|other|41310|infusion/transfusion|498700|blood transfusion|
7531|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
7532|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
7533|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
7534|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
7535|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
7536|41|4110|obstetrics|41010|other obstetrical procedures|462600|other obstetrical procedures|f
7537|41|4110|obstetrics|41010|other obstetrical procedures|462600|other obstetrical procedures|f
7538|41|4110|obstetrics|40990|fetal testing|461900|other fetal testing|f
75552|41|4180|radiology|41430|mri|505700|cardiac mri|
75553|41|4180|radiology|41430|mri|505700|cardiac mri|
75554|41|4180|radiology|41430|mri|505700|cardiac mri|
75555|41|4180|radiology|41430|mri|505700|cardiac mri|
75556|41|4180|radiology|41430|mri|505700|cardiac mri|
75600|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75605|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75625|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75630|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75635|41|4180|radiology|41420|ct|503900|abdominal/pelvic ct angiography|
75650|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75658|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75660|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75662|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75665|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75671|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75676|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75680|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75685|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75705|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75710|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75716|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75722|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75724|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75726|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75731|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75733|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75736|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75741|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75743|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75746|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75756|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75774|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75790|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75801|41|4180|radiology|41470|x-ray|511700|lymphangiography|
75803|41|4180|radiology|41470|x-ray|511700|lymphangiography|
75805|41|4180|radiology|41470|x-ray|511700|lymphangiography|
75807|41|4180|radiology|41470|x-ray|511700|lymphangiography|
75809|41|4180|radiology|41470|x-ray|512200|other x-ray|
75810|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75820|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75822|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75825|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75827|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75831|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75833|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75840|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75842|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75860|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75870|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75872|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75880|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75885|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75887|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75889|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75891|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
75893|41|4230|vascular surgery|41680|vascular catheterization|532700|other catheterization|
75894|41|4230|vascular surgery|41680|vascular catheterization|533600|transcatheter embolization|
75896|41|4230|vascular surgery|41680|vascular catheterization|532800|other transcatheter procedures|
75898|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
75900|41|4230|vascular surgery|41680|vascular catheterization|533700|transcatheter peripheral thrombolysis|
75901|41|4230|vascular surgery|41680|vascular catheterization|532700|other catheterization|
75902|41|4230|vascular surgery|41680|vascular catheterization|532700|other catheterization|
75940|41|4230|vascular surgery|41680|vascular catheterization|532500|inferior vena cava filter placement|
75945|41|4230|vascular surgery|41680|vascular catheterization|532600|intravascular peripheral ultrasound|
75946|41|4230|vascular surgery|41680|vascular catheterization|532600|intravascular peripheral ultrasound|
75952|41|4230|vascular surgery|41690|vascular surgery|534100|endovascular abdominal aortic aneurysm stent graft implant|
75953|41|4230|vascular surgery|41690|vascular surgery|534100|endovascular abdominal aortic aneurysm stent graft implant|
75960|41|4230|vascular surgery|41680|vascular catheterization|533200|percutaneous transluminal peripheral artery stent placement|
75961|41|4230|vascular surgery|41680|vascular catheterization|532700|other catheterization|
75962|41|4230|vascular surgery|41680|vascular catheterization|533100|percutaneous transluminal peripheral artery balloon angioplasty|
75964|41|4230|vascular surgery|41680|vascular catheterization|533100|percutaneous transluminal peripheral artery balloon angioplasty|
75966|41|4230|vascular surgery|41680|vascular catheterization|533100|percutaneous transluminal peripheral artery balloon angioplasty|
75968|41|4230|vascular surgery|41680|vascular catheterization|533100|percutaneous transluminal peripheral artery balloon angioplasty|
75970|41|4230|vascular surgery|41680|vascular catheterization|533500|transcatheter biopsy|
75978|41|4230|vascular surgery|41680|vascular catheterization|533300|percutaneous transluminal peripheral venous balloon angioplasty|
75980|41|4180|radiology|41470|x-ray|511300|gastrointestinal x-ray|
75982|41|4180|radiology|41470|x-ray|511300|gastrointestinal x-ray|
75984|41|4180|radiology|41470|x-ray|512200|other x-ray|
75989|41|4180|radiology|41470|x-ray|512200|other x-ray|
7599|41|4110|obstetrics|41010|other obstetrical procedures|462600|other obstetrical procedures|f
75992|41|4230|vascular surgery|41680|vascular catheterization|533000|percutaneous transluminal peripheral artery atherectomy|
75993|41|4230|vascular surgery|41680|vascular catheterization|533000|percutaneous transluminal peripheral artery atherectomy|
75994|41|4230|vascular surgery|41680|vascular catheterization|533000|percutaneous transluminal peripheral artery atherectomy|
75995|41|4230|vascular surgery|41680|vascular catheterization|533000|percutaneous transluminal peripheral artery atherectomy|
75996|41|4230|vascular surgery|41680|vascular catheterization|533000|percutaneous transluminal peripheral artery atherectomy|
75998|41|4230|vascular surgery|41680|vascular catheterization|532200|central venous access procedures|
76.01|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76.09|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76.11|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
76.19|41|4030|ent|40180|oral/maxillofacial procedures|414600|arthroscopy - jaw|
76.2|41|4030|ent|40180|oral/maxillofacial procedures|417400|tumor removal - bone - face|
76.31|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76.39|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76.41|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.42|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76.43|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.45|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76.46|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.5|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.61|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.62|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.63|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.64|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.66|41|4010|cosmetic procedures|40040|facial procedures|405500|facial bone reduction|
76.67|41|4030|ent|40180|oral/maxillofacial procedures|417000|reconstruction - chin|
76.68|41|4030|ent|40180|oral/maxillofacial procedures|417000|reconstruction - chin|
76.69|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76.70|41|4030|ent|40160|nasal procedures (non-endoscopy)|413400|fracture treatment - nose|
76.71|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.72|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.73|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.74|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.75|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.76|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.77|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76.78|41|4130|ophthalmology|41110|other eye procedures|471100|fracture treatment - eye socket|
76.79|41|4130|ophthalmology|41110|other eye procedures|471100|fracture treatment - eye socket|
76.91|41|4030|ent|40180|oral/maxillofacial procedures|417100|reconstruction - facial|
76.92|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76.93|41|4030|ent|40180|oral/maxillofacial procedures|415100|dislocation treatment - jaw|
76.94|41|4030|ent|40180|oral/maxillofacial procedures|415100|dislocation treatment - jaw|
76.95|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76.96|41|4140|orthopedics|41180|general surgical orthopedics|484000|aspiration/injection - joint|
76.97|41|4140|orthopedics|41160|fracture/dislocation treatment|480100|fixation device application/removal|
76.99|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76000|41|4180|radiology|41470|x-ray|512500|x-ray fluoroscopy|
76001|41|4180|radiology|41470|x-ray|512500|x-ray fluoroscopy|
76006|41|4180|radiology|41470|x-ray|512200|other x-ray|
7601|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76010|41|4180|radiology|41470|x-ray|511300|gastrointestinal x-ray|
76012|41|4140|orthopedics|41260|spine - vertebral compression fracture treatment|496500|vertebroplasty|
76013|41|4140|orthopedics|41260|spine - vertebral compression fracture treatment|496500|vertebroplasty|
76020|41|4180|radiology|41470|x-ray|512200|other x-ray|
76040|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
76061|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
76062|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
76065|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
76066|41|4180|radiology|41470|x-ray|511600|joint x-ray|
76070|41|4180|radiology|41420|ct|504000|bone density ct|
76071|41|4180|radiology|41420|ct|504000|bone density ct|
76075|41|4180|radiology|41470|x-ray|511000|bone density x-ray|
76076|41|4180|radiology|41470|x-ray|511000|bone density x-ray|
76077|41|4180|radiology|41470|x-ray|511000|bone density x-ray|
76078|41|4180|radiology|41470|x-ray|512200|other x-ray|
76080|41|4180|radiology|41470|x-ray|512200|other x-ray|
76082|41|4180|radiology|41470|x-ray|511800|mammography|
76083|41|4180|radiology|41470|x-ray|511800|mammography|
76085|41|4180|radiology|41470|x-ray|511800|mammography|
76086|41|4180|radiology|41470|x-ray|511800|mammography|
76088|41|4180|radiology|41470|x-ray|511800|mammography|
7609|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76090|41|4180|radiology|41470|x-ray|511800|mammography|
76091|41|4180|radiology|41470|x-ray|511800|mammography|
76092|41|4180|radiology|41470|x-ray|511800|mammography|
76093|41|4180|radiology|41430|mri|505600|breast mri|
76094|41|4180|radiology|41430|mri|505600|breast mri|
76095|41|4180|radiology|41470|x-ray|512200|other x-ray|
76096|41|4180|radiology|41470|x-ray|512200|other x-ray|
76098|41|4180|radiology|41470|x-ray|512200|other x-ray|
76100|41|4180|radiology|41470|x-ray|512200|other x-ray|
76101|41|4180|radiology|41470|x-ray|512200|other x-ray|
76102|41|4180|radiology|41470|x-ray|512200|other x-ray|
7611|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
76120|41|4180|radiology|41470|x-ray|512200|other x-ray|
76125|41|4180|radiology|41470|x-ray|512200|other x-ray|
76140|41|4180|radiology|41470|x-ray|512200|other x-ray|
76150|41|4180|radiology|41470|x-ray|512200|other x-ray|
7619|41|4030|ent|40180|oral/maxillofacial procedures|414600|arthroscopy - jaw|
762|41|4030|ent|40180|oral/maxillofacial procedures|417400|tumor removal - bone - face|
7631|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76350|41|4180|radiology|41470|x-ray|512200|other x-ray|
76355|41|4180|radiology|41420|ct|504700|other ct|
76360|41|4180|radiology|41420|ct|504700|other ct|
76362|41|4180|radiology|41420|ct|504700|other ct|
76365|41|4180|radiology|41420|ct|504700|other ct|
76370|41|4180|radiology|41420|ct|504700|other ct|
76380|41|4180|radiology|41420|ct|504700|other ct|
7639|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
76390|41|4180|radiology|41430|mri|506300|mr spectroscopy|
76393|41|4180|radiology|41430|mri|506400|mri guided procedure|
76394|41|4180|radiology|41430|mri|506400|mri guided procedure|
76400|41|4180|radiology|41430|mri|506500|other mri|
7641|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7642|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
7643|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7645|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
7646|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76490|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76496|41|4180|radiology|41470|x-ray|512500|x-ray fluoroscopy|
76497|41|4180|radiology|41420|ct|504700|other ct|
76498|41|4180|radiology|41430|mri|506500|other mri|
76499|41|4180|radiology|41470|x-ray|512200|other x-ray|
765|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76506|41|4180|radiology|41460|ultrasound|510200|head/neck ultrasound|
76510|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76511|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76512|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76513|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76514|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76516|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76519|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76529|41|4180|radiology|41460|ultrasound|510400|ophthalmic ultrasound|
76536|41|4180|radiology|41460|ultrasound|510200|head/neck ultrasound|
76604|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
7661|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7662|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7663|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7664|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
76645|41|4180|radiology|41460|ultrasound|510000|breast ultrasound|
7666|41|4010|cosmetic procedures|40040|facial procedures|405500|facial bone reduction|
7667|41|4030|ent|40180|oral/maxillofacial procedures|417000|reconstruction - chin|
7668|41|4030|ent|40180|oral/maxillofacial procedures|417000|reconstruction - chin|
7669|41|4030|ent|40180|oral/maxillofacial procedures|414900|bone removal - maxillofacial|
7670|41|4030|ent|40160|nasal procedures (non-endoscopy)|413400|fracture treatment - nose|
76700|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
76705|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
7671|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7672|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7673|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7674|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7675|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7676|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
7677|41|4030|ent|40180|oral/maxillofacial procedures|415500|fracture treatment - oral/facial bone|
76770|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
76775|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
76778|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
7678|41|4130|ophthalmology|41110|other eye procedures|471100|fracture treatment - eye socket|
7679|41|4130|ophthalmology|41110|other eye procedures|471100|fracture treatment - eye socket|
76800|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76801|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76802|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76805|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76810|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76811|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76812|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76815|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76816|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76817|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76818|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76819|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76820|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76821|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76825|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76826|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76827|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76828|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
76830|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76831|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76856|41|4180|radiology|41460|ultrasound|510600|pelvic ultrasound|
76857|41|4180|radiology|41460|ultrasound|510600|pelvic ultrasound|
76870|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76872|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76873|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76880|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76885|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76886|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
7691|41|4030|ent|40180|oral/maxillofacial procedures|417100|reconstruction - facial|
7692|41|4030|ent|40180|oral/maxillofacial procedures|417200|reconstruction - jaw|
7693|41|4030|ent|40180|oral/maxillofacial procedures|415100|dislocation treatment - jaw|
76930|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76932|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76934|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76936|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76937|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76938|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
7694|41|4030|ent|40180|oral/maxillofacial procedures|415100|dislocation treatment - jaw|
76940|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76941|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76942|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76945|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76946|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76948|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
7695|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76950|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
7696|41|4140|orthopedics|41180|general surgical orthopedics|484000|aspiration/injection - joint|
76960|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
76965|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
7697|41|4140|orthopedics|41160|fracture/dislocation treatment|480100|fixation device application/removal|
76970|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
76975|41|4040|gastroenterology|40330|other gi diagnostic testing|423600|other endoscopic ultrasound|
76977|41|4180|radiology|41460|ultrasound|509900|bone density ultrasound|
76986|41|4180|radiology|41460|ultrasound|510700|ultrasound guided procedure|
7699|41|4030|ent|40180|oral/maxillofacial procedures|416600|other oral/maxillofacial procedures|
76999|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
77.00|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.01|41|4140|orthopedics|41180|general surgical orthopedics|485000|bone removal - shoulder|
77.02|41|4140|orthopedics|41180|general surgical orthopedics|484700|bone removal - arm/wrist|
77.03|41|4140|orthopedics|41180|general surgical orthopedics|484700|bone removal - arm/wrist|
77.04|41|4140|orthopedics|41180|general surgical orthopedics|484700|bone removal - arm/wrist|
77.05|41|4140|orthopedics|41180|general surgical orthopedics|484400|bone excision - other|
77.06|41|4140|orthopedics|41180|general surgical orthopedics|484500|bone excision - tibia/fibula|
77.07|41|4140|orthopedics|41180|general surgical orthopedics|484500|bone excision - tibia/fibula|
77.08|41|4140|orthopedics|41150|foot|476100|bone excision - foot|
77.09|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.10|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.11|41|4140|orthopedics|41180|general surgical orthopedics|489500|lesion incision/drainage - shoulder|
77.12|41|4140|orthopedics|41180|general surgical orthopedics|489200|lesion incision/drainage - arm/wrist|
77.13|41|4140|orthopedics|41180|general surgical orthopedics|489200|lesion incision/drainage - arm/wrist|
77.14|41|4140|orthopedics|41180|general surgical orthopedics|489200|lesion incision/drainage - arm/wrist|
77.15|41|4140|orthopedics|41180|general surgical orthopedics|489600|lesion incision/drainage - thigh/knee|
77.16|41|4140|orthopedics|41180|general surgical orthopedics|489600|lesion incision/drainage - thigh/knee|
77.17|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.18|41|4140|orthopedics|41150|foot|477500|lesion incision/drainage - foot|
77.19|41|4140|orthopedics|41190|hand|492500|lesion incision/drainage - hand|
77.20|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.21|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.22|41|4140|orthopedics|41180|general surgical orthopedics|490400|repair/revision - humerus|
77.23|41|4140|orthopedics|41180|general surgical orthopedics|490500|repair/revision - radius/ulna|
77.24|41|4140|orthopedics|41190|hand|492600|other procedures - hand|
77.25|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.26|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.27|41|4140|orthopedics|41180|general surgical orthopedics|490100|other procedures - knee|
77.28|41|4140|orthopedics|41150|foot|477800|other procedures - foot|
77.29|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.30|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.31|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.32|41|4140|orthopedics|41180|general surgical orthopedics|490400|repair/revision - humerus|
77.33|41|4140|orthopedics|41180|general surgical orthopedics|490500|repair/revision - radius/ulna|
77.34|41|4140|orthopedics|41190|hand|492600|other procedures - hand|
77.35|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.36|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.37|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.38|41|4140|orthopedics|41150|foot|477800|other procedures - foot|
77.39|41|4140|orthopedics|41180|general surgical orthopedics|489900|other orthopedic procedures|
77.40|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.41|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.42|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.43|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.44|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.45|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.46|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.47|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.48|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.49|41|4140|orthopedics|41180|general surgical orthopedics|484100|biopsy - bone|
77.51|41|4140|orthopedics|41150|foot|476400|bunion correction|
77.52|41|4140|orthopedics|41150|foot|476400|bunion correction|
77.53|41|4140|orthopedics|41150|foot|476400|bunion correction|
77.54|41|4140|orthopedics|41150|foot|476100|bone excision - foot|
77.56|41|4140|orthopedics|41150|foot|477000|hammertoe repair|
77.57|41|4140|orthopedics|41150|foot|477200|joint/muscle release - foot|
77.58|41|4140|orthopedics|41150|foot|476300|bone repair/revision - foot|
77.59|41|4140|orthopedics|41150|foot|476400|bunion correction|
77.60|41|4210|trauma|41580|wound care|518500|debridement - muscle/bone|
77.61|41|4140|orthopedics|41180|general surgical orthopedics|489100|lesion excision/currettage - shoulder|
77.62|41|4140|orthopedics|41180|general surgical orthopedics|488600|lesion excision/currettage - arm|
77.63|41|4140|orthopedics|41180|general surgical orthopedics|488600|lesion excision/currettage - arm|
77.64|41|4140|orthopedics|41190|hand|492400|lesion excision/currettage - hand|
77.65|41|4140|orthopedics|41180|general surgical orthopedics|488700|lesion excision/currettage - femur|
