MX_CODE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
577|1060|general surgery|10450|surgery skin|102970|577 - skin graft &/or debrid exc for skin ulcer or cellulitis w cc|
578|1060|general surgery|10450|surgery skin|102980|578 - skin graft &/or debrid exc for skin ulcer or cellulitis w/o cc/mcc|
799|1060|general surgery|10460|surgery splenectomy|102990|799 - splenectomy w mcc|
800|1060|general surgery|10460|surgery splenectomy|103000|800 - splenectomy w cc|
801|1060|general surgery|10460|surgery splenectomy|103010|801 - splenectomy w/o cc/mcc|
901|1060|general surgery|10470|surgery trauma (general surgical)|103020|901 - wound debridements for injuries w mcc|
902|1060|general surgery|10470|surgery trauma (general surgical)|103030|902 - wound debridements for injuries w cc|
903|1060|general surgery|10470|surgery trauma (general surgical)|103040|903 - wound debridements for injuries w/o cc/mcc|
904|1060|general surgery|10470|surgery trauma (general surgical)|103050|904 - skin grafts for injuries w cc/mcc|
905|1060|general surgery|10470|surgery trauma (general surgical)|103060|905 - skin grafts for injuries w/o cc/mcc|
906|1060|general surgery|10470|surgery trauma (general surgical)|103070|906 - hand procedures for injuries|
907|1060|general surgery|10470|surgery trauma (general surgical)|103080|907 - other o.r. procedures for injuries w mcc|
908|1060|general surgery|10470|surgery trauma (general surgical)|103090|908 - other o.r. procedures for injuries w cc|
909|1060|general surgery|10470|surgery trauma (general surgical)|103100|909 - other o.r. procedures for injuries w/o cc/mcc|
957|1060|general surgery|10470|surgery trauma (general surgical)|103110|957 - other o.r. procedures for multiple significant trauma w mcc|
958|1060|general surgery|10470|surgery trauma (general surgical)|103120|958 - other o.r. procedures for multiple significant trauma w cc|
959|1060|general surgery|10470|surgery trauma (general surgical)|103130|959 - other o.r. procedures for multiple significant trauma w/o cc/mcc|
326|1060|general surgery|10480|surgery upper gi|103140|326 - stomach, esophageal & duodenal proc w mcc|
327|1060|general surgery|10480|surgery upper gi|103150|327 - stomach, esophageal & duodenal proc w cc|
328|1060|general surgery|10480|surgery upper gi|103160|328 - stomach, esophageal & duodenal proc w/o cc/mcc|
742|1070|gynecology|10490|general surgical gynecology|103170|742 - uterine & adnexa proc for non-malignancy w cc/mcc|f
743|1070|gynecology|10490|general surgical gynecology|103180|743 - uterine & adnexa proc for non-malignancy w/o cc/mcc|f
746|1070|gynecology|10490|general surgical gynecology|103190|746 - vagina, cervix & vulva procedures w cc/mcc|f
747|1070|gynecology|10490|general surgical gynecology|103200|747 - vagina, cervix & vulva procedures w/o cc/mcc|f
748|1070|gynecology|10490|general surgical gynecology|103210|748 - female reproductive system reconstructive procedures|f
749|1070|gynecology|10490|general surgical gynecology|103220|749 - other female reproductive system o.r. procedures w cc/mcc|f
750|1070|gynecology|10490|general surgical gynecology|103230|750 - other female reproductive system o.r. procedures w/o cc/mcc|f
734|1070|gynecology|10500|gyn surgical oncology|103240|734 - pelvic evisceration, rad hysterectomy & rad vulvectomy w cc/mcc|f
735|1070|gynecology|10500|gyn surgical oncology|103250|735 - pelvic evisceration, rad hysterectomy & rad vulvectomy w/o cc/mcc|f
757|1070|gynecology|10510|medical gynecology|103260|757 - infections, female reproductive system w mcc|f
758|1070|gynecology|10510|medical gynecology|103270|758 - infections, female reproductive system w cc|f
759|1070|gynecology|10510|medical gynecology|103280|759 - infections, female reproductive system w/o cc/mcc|f
760|1070|gynecology|10510|medical gynecology|103290|760 - menstrual & other female reproductive system disorders w cc/mcc|f
761|1070|gynecology|10510|medical gynecology|103300|761 - menstrual & other female reproductive system disorders w/o cc/mcc|f
744|1070|gynecology|10520|sterilization|103310|744 - d&c, conization, laparascopy & tubal interruption w cc/mcc|f
745|1070|gynecology|10520|sterilization|103320|745 - d&c, conization, laparascopy & tubal interruption w/o cc/mcc|f
969|1080|hiv|10530|hiv|103330|969 - hiv w extensive o.r. procedure w mcc|
970|1080|hiv|10530|hiv|103340|970 - hiv w extensive o.r. procedure w/o mcc|
974|1080|hiv|10530|hiv|103350|974 - hiv w major related condition w mcc|
975|1080|hiv|10530|hiv|103360|975 - hiv w major related condition w cc|
976|1080|hiv|10530|hiv|103370|976 - hiv w major related condition w/o cc/mcc|
977|1080|hiv|10530|hiv|103380|977 - hiv w or w/o other related condition|
789|1090|neonatology|10540|neonate with major problems|103390|789 - neonates, died or transferred to another acute care facility|
790|1090|neonatology|10540|neonate with major problems|103400|790 - extreme immaturity or respiratory distress syndrome, neonate|
791|1090|neonatology|10540|neonate with major problems|103410|791 - prematurity w major problems|
792|1090|neonatology|10540|neonate with major problems|103420|792 - prematurity w/o major problems|
793|1090|neonatology|10540|neonate with major problems|103430|793 - full term neonate w major problems|
794|1090|neonatology|10540|neonate with major problems|103440|794 - neonate w other significant problems|
682|1100|nephrology|10550|medicine nephrology|103450|682 - renal failure w mcc|
683|1100|nephrology|10550|medicine nephrology|103460|683 - renal failure w cc|
684|1100|nephrology|10550|medicine nephrology|103470|684 - renal failure w/o cc/mcc|
685|1100|nephrology|10550|medicine nephrology|103480|685 - admit for renal dialysis|
689|1100|nephrology|10550|medicine nephrology|103490|689 - kidney & urinary tract infections w mcc|
690|1100|nephrology|10550|medicine nephrology|103500|690 - kidney & urinary tract infections w/o mcc|
695|1100|nephrology|10550|medicine nephrology|103510|695 - kidney & urinary tract signs & symptoms w mcc|
696|1100|nephrology|10550|medicine nephrology|103520|696 - kidney & urinary tract signs & symptoms w/o mcc|
698|1100|nephrology|10550|medicine nephrology|103530|698 - other kidney & urinary tract diagnoses w mcc|
699|1100|nephrology|10550|medicine nephrology|103540|699 - other kidney & urinary tract diagnoses w cc|
700|1100|nephrology|10550|medicine nephrology|103550|700 - other kidney & urinary tract diagnoses w/o cc/mcc|
008|1100|nephrology|10560|surgery transplant|103560|008 - simultaneous pancreas/kidney transplant|
8|1100|nephrology|10560|surgery transplant|103560|008 - simultaneous pancreas/kidney transplant|
010|1100|nephrology|10560|surgery transplant|103570|010 - pancreas transplant|
10|1100|nephrology|10560|surgery transplant|103570|010 - pancreas transplant|
652|1100|nephrology|10560|surgery transplant|103580|652 - kidney transplant|
691|1100|nephrology|10570|urinary system|103590|691 - urinary stones w esw lithotripsy w cc/mcc|
692|1100|nephrology|10570|urinary system|103600|692 - urinary stones w esw lithotripsy w/o cc/mcc|
693|1100|nephrology|10570|urinary system|103610|693 - urinary stones w/o esw lithotripsy w mcc|
694|1100|nephrology|10570|urinary system|103620|694 - urinary stones w/o esw lithotripsy w/o mcc|
037|1110|neuroscience|10580|arterial disease|103630|037 - extracranial procedures w mcc|
37|1110|neuroscience|10580|arterial disease|103630|037 - extracranial procedures w mcc|
038|1110|neuroscience|10580|arterial disease|103640|038 - extracranial procedures w cc|
38|1110|neuroscience|10580|arterial disease|103640|038 - extracranial procedures w cc|
039|1110|neuroscience|10580|arterial disease|103650|039 - extracranial procedures w/o cc/mcc|
39|1110|neuroscience|10580|arterial disease|103650|039 - extracranial procedures w/o cc/mcc|
020|1110|neuroscience|10590|brain|103660|020 - intracranial vascular procedures w pdx hemorrhage w mcc|
20|1110|neuroscience|10590|brain|103660|020 - intracranial vascular procedures w pdx hemorrhage w mcc|
021|1110|neuroscience|10590|brain|103670|021 - intracranial vascular procedures w pdx hemorrhage w cc|
21|1110|neuroscience|10590|brain|103670|021 - intracranial vascular procedures w pdx hemorrhage w cc|
022|1110|neuroscience|10590|brain|103680|022 - intracranial vascular procedures w pdx hemorrhage w/o cc/mcc|
22|1110|neuroscience|10590|brain|103680|022 - intracranial vascular procedures w pdx hemorrhage w/o cc/mcc|
023|1110|neuroscience|10590|brain|103690|023 - craniotomy w major device implant or acute complex cns pdx w mcc|
23|1110|neuroscience|10590|brain|103690|023 - craniotomy w major device implant or acute complex cns pdx w mcc|
024|1110|neuroscience|10590|brain|103700|024 - craniotomy w major device implant or acute complex cns pdx w/o mcc|
24|1110|neuroscience|10590|brain|103700|024 - craniotomy w major device implant or acute complex cns pdx w/o mcc|
025|1110|neuroscience|10590|brain|103710|025 - craniotomy & endovascular intracranial procedures w mcc|
25|1110|neuroscience|10590|brain|103710|025 - craniotomy & endovascular intracranial procedures w mcc|
026|1110|neuroscience|10590|brain|103720|026 - craniotomy & endovascular intracranial procedures w cc|
26|1110|neuroscience|10590|brain|103720|026 - craniotomy & endovascular intracranial procedures w cc|
027|1110|neuroscience|10590|brain|103730|027 - craniotomy & endovascular intracranial procedures w/o cc/mcc|
27|1110|neuroscience|10590|brain|103730|027 - craniotomy & endovascular intracranial procedures w/o cc/mcc|
031|1110|neuroscience|10590|brain|103740|031 - ventricular shunt procedures w mcc|
31|1110|neuroscience|10590|brain|103740|031 - ventricular shunt procedures w mcc|
032|1110|neuroscience|10590|brain|103750|032 - ventricular shunt procedures w cc|
32|1110|neuroscience|10590|brain|103750|032 - ventricular shunt procedures w cc|
033|1110|neuroscience|10590|brain|103760|033 - ventricular shunt procedures w/o cc/mcc|
33|1110|neuroscience|10590|brain|103760|033 - ventricular shunt procedures w/o cc/mcc|
056|1110|neuroscience|10600|degenerative disorders|103770|056 - degenerative nervous system disorders w mcc|
56|1110|neuroscience|10600|degenerative disorders|103770|056 - degenerative nervous system disorders w mcc|
057|1110|neuroscience|10600|degenerative disorders|103780|057 - degenerative nervous system disorders w/o mcc|
57|1110|neuroscience|10600|degenerative disorders|103780|057 - degenerative nervous system disorders w/o mcc|
097|1110|neuroscience|10610|epilepsy|103790|097 - non-bacterial infect of nervous sys exc viral meningitis w mcc|
97|1110|neuroscience|10610|epilepsy|103790|097 - non-bacterial infect of nervous sys exc viral meningitis w mcc|
098|1110|neuroscience|10610|epilepsy|103800|098 - non-bacterial infect of nervous sys exc viral meningitis w cc|
98|1110|neuroscience|10610|epilepsy|103800|098 - non-bacterial infect of nervous sys exc viral meningitis w cc|
099|1110|neuroscience|10610|epilepsy|103810|099 - non-bacterial infect of nervous sys exc viral meningitis w/o cc/mcc|
99|1110|neuroscience|10610|epilepsy|103810|099 - non-bacterial infect of nervous sys exc viral meningitis w/o cc/mcc|
100|1110|neuroscience|10610|epilepsy|103820|100 - seizures w mcc|
101|1110|neuroscience|10610|epilepsy|103830|101 - seizures w/o mcc|
102|1110|neuroscience|10610|epilepsy|103840|102 - headaches w mcc|
103|1110|neuroscience|10610|epilepsy|103850|103 - headaches w/o mcc|
471|1110|neuroscience|10620|fusion|103860|471 - cervical spinal fusion w mcc|
472|1110|neuroscience|10620|fusion|103870|472 - cervical spinal fusion w cc|
473|1110|neuroscience|10620|fusion|103880|473 - cervical spinal fusion w/o cc/mcc|
082|1110|neuroscience|10630|head injuries|103890|082 - traumatic stupor & coma, coma >1 hr w mcc|
82|1110|neuroscience|10630|head injuries|103890|082 - traumatic stupor & coma, coma >1 hr w mcc|
083|1110|neuroscience|10630|head injuries|103900|083 - traumatic stupor & coma, coma >1 hr w cc|
83|1110|neuroscience|10630|head injuries|103900|083 - traumatic stupor & coma, coma >1 hr w cc|
084|1110|neuroscience|10630|head injuries|103910|084 - traumatic stupor & coma, coma >1 hr w/o cc/mcc|
84|1110|neuroscience|10630|head injuries|103910|084 - traumatic stupor & coma, coma >1 hr w/o cc/mcc|
085|1110|neuroscience|10630|head injuries|103920|085 - traumatic stupor & coma, coma <1 hr w mcc|
85|1110|neuroscience|10630|head injuries|103920|085 - traumatic stupor & coma, coma <1 hr w mcc|
086|1110|neuroscience|10630|head injuries|103930|086 - traumatic stupor & coma, coma <1 hr w cc|
86|1110|neuroscience|10630|head injuries|103930|086 - traumatic stupor & coma, coma <1 hr w cc|
087|1110|neuroscience|10630|head injuries|103940|087 - traumatic stupor & coma, coma <1 hr w/o cc/mcc|
87|1110|neuroscience|10630|head injuries|103940|087 - traumatic stupor & coma, coma <1 hr w/o cc/mcc|
088|1110|neuroscience|10630|head injuries|103950|088 - concussion w mcc|
88|1110|neuroscience|10630|head injuries|103950|088 - concussion w mcc|
089|1110|neuroscience|10630|head injuries|103960|089 - concussion w cc|
89|1110|neuroscience|10630|head injuries|103960|089 - concussion w cc|
090|1110|neuroscience|10630|head injuries|103970|090 - concussion w/o cc/mcc|
90|1110|neuroscience|10630|head injuries|103970|090 - concussion w/o cc/mcc|
052|1110|neuroscience|10640|medical spine|103980|052 - spinal disorders & injuries w cc/mcc|
52|1110|neuroscience|10640|medical spine|103980|052 - spinal disorders & injuries w cc/mcc|
053|1110|neuroscience|10640|medical spine|103990|053 - spinal disorders & injuries w/o cc/mcc|
53|1110|neuroscience|10640|medical spine|103990|053 - spinal disorders & injuries w/o cc/mcc|
058|1110|neuroscience|10650|multiple sclerosis|104000|058 - multiple sclerosis & cerebellar ataxia w mcc|
58|1110|neuroscience|10650|multiple sclerosis|104000|058 - multiple sclerosis & cerebellar ataxia w mcc|
059|1110|neuroscience|10650|multiple sclerosis|104010|059 - multiple sclerosis & cerebellar ataxia w cc|
59|1110|neuroscience|10650|multiple sclerosis|104010|059 - multiple sclerosis & cerebellar ataxia w cc|
060|1110|neuroscience|10650|multiple sclerosis|104020|060 - multiple sclerosis & cerebellar ataxia w/o cc/mcc|
60|1110|neuroscience|10650|multiple sclerosis|104020|060 - multiple sclerosis & cerebellar ataxia w/o cc/mcc|
075|1110|neuroscience|10660|nervous system infection|104030|075 - viral meningitis w cc/mcc|
75|1110|neuroscience|10660|nervous system infection|104030|075 - viral meningitis w cc/mcc|
076|1110|neuroscience|10660|nervous system infection|104040|076 - viral meningitis w/o cc/mcc|
76|1110|neuroscience|10660|nervous system infection|104040|076 - viral meningitis w/o cc/mcc|
070|1110|neuroscience|10670|other neurology|104050|070 - nonspecific cerebrovascular disorders w mcc|
70|1110|neuroscience|10670|other neurology|104050|070 - nonspecific cerebrovascular disorders w mcc|
071|1110|neuroscience|10670|other neurology|104060|071 - nonspecific cerebrovascular disorders w cc|
71|1110|neuroscience|10670|other neurology|104060|071 - nonspecific cerebrovascular disorders w cc|
072|1110|neuroscience|10670|other neurology|104070|072 - nonspecific cerebrovascular disorders w/o cc/mcc|
72|1110|neuroscience|10670|other neurology|104070|072 - nonspecific cerebrovascular disorders w/o cc/mcc|
073|1110|neuroscience|10670|other neurology|104080|073 - cranial & peripheral nerve disorders w mcc|
73|1110|neuroscience|10670|other neurology|104080|073 - cranial & peripheral nerve disorders w mcc|
074|1110|neuroscience|10670|other neurology|104090|074 - cranial & peripheral nerve disorders w/o mcc|
74|1110|neuroscience|10670|other neurology|104090|074 - cranial & peripheral nerve disorders w/o mcc|
077|1110|neuroscience|10670|other neurology|104100|077 - hypertensive encephalopathy w mcc|
77|1110|neuroscience|10670|other neurology|104100|077 - hypertensive encephalopathy w mcc|
078|1110|neuroscience|10670|other neurology|104110|078 - hypertensive encephalopathy w cc|
78|1110|neuroscience|10670|other neurology|104110|078 - hypertensive encephalopathy w cc|
079|1110|neuroscience|10670|other neurology|104120|079 - hypertensive encephalopathy w/o cc/mcc|
79|1110|neuroscience|10670|other neurology|104120|079 - hypertensive encephalopathy w/o cc/mcc|
080|1110|neuroscience|10670|other neurology|104130|080 - nontraumatic stupor & coma w mcc|
80|1110|neuroscience|10670|other neurology|104130|080 - nontraumatic stupor & coma w mcc|
081|1110|neuroscience|10670|other neurology|104140|081 - nontraumatic stupor & coma w/o mcc|
81|1110|neuroscience|10670|other neurology|104140|081 - nontraumatic stupor & coma w/o mcc|
091|1110|neuroscience|10670|other neurology|104150|091 - other disorders of nervous system w mcc|
91|1110|neuroscience|10670|other neurology|104150|091 - other disorders of nervous system w mcc|
092|1110|neuroscience|10670|other neurology|104160|092 - other disorders of nervous system w cc|
92|1110|neuroscience|10670|other neurology|104160|092 - other disorders of nervous system w cc|
093|1110|neuroscience|10670|other neurology|104170|093 - other disorders of nervous system w/o cc/mcc|
93|1110|neuroscience|10670|other neurology|104170|093 - other disorders of nervous system w/o cc/mcc|
094|1110|neuroscience|10670|other neurology|104180|094 - bacterial & tuberculous infections of nervous system w mcc|
94|1110|neuroscience|10670|other neurology|104180|094 - bacterial & tuberculous infections of nervous system w mcc|
095|1110|neuroscience|10670|other neurology|104190|095 - bacterial & tuberculous infections of nervous system w cc|
95|1110|neuroscience|10670|other neurology|104190|095 - bacterial & tuberculous infections of nervous system w cc|
096|1110|neuroscience|10670|other neurology|104200|096 - bacterial & tuberculous infections of nervous system w/o cc/mcc|
96|1110|neuroscience|10670|other neurology|104200|096 - bacterial & tuberculous infections of nervous system w/o cc/mcc|
028|1110|neuroscience|10680|other surgical spine|104210|028 - spinal procedures w mcc|
28|1110|neuroscience|10680|other surgical spine|104210|028 - spinal procedures w mcc|
029|1110|neuroscience|10680|other surgical spine|104220|029 - spinal procedures w cc|
29|1110|neuroscience|10680|other surgical spine|104220|029 - spinal procedures w cc|
030|1110|neuroscience|10680|other surgical spine|104230|030 - spinal procedures w/o cc/mcc|
30|1110|neuroscience|10680|other surgical spine|104230|030 - spinal procedures w/o cc/mcc|
041|1110|neuroscience|10690|peripheral and cranial diseases|104240|041 - periph & cranial nerve & other nerv syst proc w cc|
41|1110|neuroscience|10690|peripheral and cranial diseases|104240|041 - periph & cranial nerve & other nerv syst proc w cc|
042|1110|neuroscience|10690|peripheral and cranial diseases|104250|042 - periph & cranial nerve & other nerv syst proc w/o cc/mcc|
42|1110|neuroscience|10690|peripheral and cranial diseases|104250|042 - periph & cranial nerve & other nerv syst proc w/o cc/mcc|
034|1110|neuroscience|10700|stroke and transient ischemic attack|104260|034 - carotid artery stent procedure w mcc|
34|1110|neuroscience|10700|stroke and transient ischemic attack|104260|034 - carotid artery stent procedure w mcc|
035|1110|neuroscience|10700|stroke and transient ischemic attack|104270|035 - carotid artery stent procedure w cc|
35|1110|neuroscience|10700|stroke and transient ischemic attack|104270|035 - carotid artery stent procedure w cc|
036|1110|neuroscience|10700|stroke and transient ischemic attack|104280|036 - carotid artery stent procedure w/o cc/mcc|
36|1110|neuroscience|10700|stroke and transient ischemic attack|104280|036 - carotid artery stent procedure w/o cc/mcc|
061|1110|neuroscience|10700|stroke and transient ischemic attack|104290|061 - acute ischemic stroke w use of thrombolytic agent w mcc|
61|1110|neuroscience|10700|stroke and transient ischemic attack|104290|061 - acute ischemic stroke w use of thrombolytic agent w mcc|
062|1110|neuroscience|10700|stroke and transient ischemic attack|104300|062 - acute ischemic stroke w use of thrombolytic agent w cc|
62|1110|neuroscience|10700|stroke and transient ischemic attack|104300|062 - acute ischemic stroke w use of thrombolytic agent w cc|
063|1110|neuroscience|10700|stroke and transient ischemic attack|104310|063 - acute ischemic stroke w use of thrombolytic agent w/o cc/mcc|
63|1110|neuroscience|10700|stroke and transient ischemic attack|104310|063 - acute ischemic stroke w use of thrombolytic agent w/o cc/mcc|
064|1110|neuroscience|10700|stroke and transient ischemic attack|104320|064 - intracranial hemorrhage or cerebral infarction w mcc|
64|1110|neuroscience|10700|stroke and transient ischemic attack|104320|064 - intracranial hemorrhage or cerebral infarction w mcc|
065|1110|neuroscience|10700|stroke and transient ischemic attack|104330|065 - intracranial hemorrhage or cerebral infarction w cc|
65|1110|neuroscience|10700|stroke and transient ischemic attack|104330|065 - intracranial hemorrhage or cerebral infarction w cc|
066|1110|neuroscience|10700|stroke and transient ischemic attack|104340|066 - intracranial hemorrhage or cerebral infarction w/o cc/mcc|
66|1110|neuroscience|10700|stroke and transient ischemic attack|104340|066 - intracranial hemorrhage or cerebral infarction w/o cc/mcc|
067|1110|neuroscience|10700|stroke and transient ischemic attack|104350|067 - nonspecific cva & precerebral occlusion w/o infarct w mcc|
67|1110|neuroscience|10700|stroke and transient ischemic attack|104350|067 - nonspecific cva & precerebral occlusion w/o infarct w mcc|
068|1110|neuroscience|10700|stroke and transient ischemic attack|104360|068 - nonspecific cva & precerebral occlusion w/o infarct w/o mcc|
68|1110|neuroscience|10700|stroke and transient ischemic attack|104360|068 - nonspecific cva & precerebral occlusion w/o infarct w/o mcc|
069|1110|neuroscience|10700|stroke and transient ischemic attack|104370|069 - transient ischemia|
69|1110|neuroscience|10700|stroke and transient ischemic attack|104370|069 - transient ischemia|
955|1110|neuroscience|10710|trauma (neurosurgery)|104380|955 - craniotomy for multiple significant trauma|
795|1120|normal newborn|10720|normal newborn|104390|795 - normal newborn|
770|1130|obstetrics|10730|abortion/miscarriage|104400|770 - abortion w d&c, aspiration curettage or hysterotomy|f
779|1130|obstetrics|10730|abortion/miscarriage|104410|779 - abortion w/o d&c|f
777|1130|obstetrics|10740|antepartum care/high risk pregnancies|104420|777 - ectopic pregnancy|f
778|1130|obstetrics|10740|antepartum care/high risk pregnancies|104430|778 - threatened abortion|f
780|1130|obstetrics|10740|antepartum care/high risk pregnancies|104440|780 - false labor|f
781|1130|obstetrics|10740|antepartum care/high risk pregnancies|104450|781 - other antepartum diagnoses w medical complications|f
782|1130|obstetrics|10740|antepartum care/high risk pregnancies|104460|782 - other antepartum diagnoses w/o medical complications|f
765|1130|obstetrics|10750|delivery|104470|765 - cesarean section w cc/mcc|f
766|1130|obstetrics|10750|delivery|104480|766 - cesarean section w/o cc/mcc|f
767|1130|obstetrics|10750|delivery|104490|767 - vaginal delivery w sterilization &/or d&c|f
768|1130|obstetrics|10750|delivery|104500|768 - vaginal delivery w o.r. proc except steril &/or d&c|f
774|1130|obstetrics|10750|delivery|104510|774 - vaginal delivery w complicating diagnoses|f
775|1130|obstetrics|10750|delivery|104520|775 - vaginal delivery w/o complicating diagnoses|f
769|1130|obstetrics|10760|post-partum|104530|769 - postpartum & post abortion diagnoses w o.r. procedure|f
776|1130|obstetrics|10760|post-partum|104540|776 - postpartum & post abortion diagnoses w/o o.r. procedure|f
736|1140|oncology|10770|gyn surgical oncology|104550|736 - uterine & adnexa proc for ovarian or adnexal malignancy w mcc|
737|1140|oncology|10770|gyn surgical oncology|104560|737 - uterine & adnexa proc for ovarian or adnexal malignancy w cc|
738|1140|oncology|10770|gyn surgical oncology|104570|738 - uterine & adnexa proc for ovarian or adnexal malignancy w/o cc/mcc|
739|1140|oncology|10770|gyn surgical oncology|104580|739 - uterine,adnexa proc for non-ovarian/adnexal malig w mcc|
740|1140|oncology|10770|gyn surgical oncology|104590|740 - uterine,adnexa proc for non-ovarian/adnexal malig w cc|
741|1140|oncology|10770|gyn surgical oncology|104600|741 - uterine,adnexa proc for non-ovarian/adnexal malig w/o cc/mcc|
054|1140|oncology|10780|medical oncology|104610|054 - nervous system neoplasms w mcc|
54|1140|oncology|10780|medical oncology|104610|054 - nervous system neoplasms w mcc|
055|1140|oncology|10780|medical oncology|104620|055 - nervous system neoplasms w/o mcc|
55|1140|oncology|10780|medical oncology|104620|055 - nervous system neoplasms w/o mcc|
146|1140|oncology|10780|medical oncology|104630|146 - ear, nose, mouth & throat malignancy w mcc|
147|1140|oncology|10780|medical oncology|104640|147 - ear, nose, mouth & throat malignancy w cc|
672|1210|urology|11110|urinary system|107290|672 - urethral procedures w/o cc/mcc|
673|1210|urology|11110|urinary system|107300|673 - other kidney & urinary tract procedures w mcc|
674|1210|urology|11110|urinary system|107310|674 - other kidney & urinary tract procedures w cc|
675|1210|urology|11110|urinary system|107320|675 - other kidney & urinary tract procedures w/o cc/mcc|
697|1210|urology|11110|urinary system|107330|697 - urethral stricture|
239|1220|vascular surgery|11120|amputation|107340|239 - amputation for circ sys disorders exc upper limb & toe w mcc|
240|1220|vascular surgery|11120|amputation|107350|240 - amputation for circ sys disorders exc upper limb & toe w cc|
241|1220|vascular surgery|11120|amputation|107360|241 - amputation for circ sys disorders exc upper limb & toe w/o cc/mcc|
255|1220|vascular surgery|11120|amputation|107370|255 - upper limb & toe amputation for circ system disorders w mcc|
256|1220|vascular surgery|11120|amputation|107380|256 - upper limb & toe amputation for circ system disorders w cc|
257|1220|vascular surgery|11120|amputation|107390|257 - upper limb & toe amputation for circ system disorders w/o cc/mcc|
252|1220|vascular surgery|11130|arterial disease|107400|252 - other vascular procedures w mcc|
253|1220|vascular surgery|11130|arterial disease|107410|253 - other vascular procedures w cc|
254|1220|vascular surgery|11130|arterial disease|107420|254 - other vascular procedures w/o cc/mcc|
264|1220|vascular surgery|11140|other vascular|107430|264 - other circulatory system o.r. procedures|
263|1220|vascular surgery|11150|venous disease|107440|263 - vein ligation & stripping|
265|1010|cardiology|10040|cardiac electrophysiology|100310|265 - aicd lead procedures|
266|1150|open heart|10860|cardiac surgery|105482|266 - endovascular cardiac valve replacement w mcc|
267|1150|open heart|10860|cardiac surgery|105484|267 - endovascular cardiac valve replacement w/o mcc|
518|1170|orthopedics|10980|other surgical spine|106272|518 - back & neck proc exc spinal fusion w mcc or disc device/neurostim|
519|1170|orthopedics|10980|other surgical spine|106274|519 - back & neck proc exc spinal fusion w cc|
520|1170|orthopedics|10980|other surgical spine|106276|520 - back & neck proc exc spinal fusion w/o cc/mcc|
571|1060|general surgery|10470|surgery trauma (general surgical)|103014|571 - skin debridement w cc|
014|1140|oncology|10840|surgery transplant|105272|014 - allogeneic bone marrow transplant|
016|1140|oncology|10840|surgery transplant|105274|016 - autologous bone marrow transplant w cc/mcc|
017|1140|oncology|10840|surgery transplant|105276|017 - autologous bone marrow transplant w/o cc/mcc|
570|1060|general surgery|10470|surgery trauma (general surgical)|103012|570 - skin debridement w mcc|
