CODE_GROUP|MX_TYPE|MX_CODE
7200|11|75953
7100|41|5641
7100|41|9764
7100|11|51005
7100|41|5732
7100|11|54057
7100|11|54231
7100|11|54240
7100|11|54250
7100|11|55870
7100|41|64.19
7100|41|6419
7100|11|50396
7100|11|51702
7100|11|51000
7100|11|52260
7100|11|51010
7100|41|57.11
7100|41|57.17
7200|41|3852
7200|41|3853
7200|41|38.83
7200|11|37183
7200|41|38.69
7200|41|3859
7200|41|3869
7200|11|37140
7200|11|37145
7200|11|37160
7200|11|37180
7200|41|38.01
7200|11|37182
7200|11|37766
7200|11|35301
7200|11|35311
7200|11|35321
7200|11|35331
7200|11|35341
7200|11|35351
7200|11|35355
7200|11|37181
7200|41|3929
7200|41|39.52
7200|41|39.54
7200|41|39.8
7200|41|39.99
7200|41|390
7200|41|391
7200|41|3923
7200|41|38.59
7200|41|3928
7200|11|37785
7200|41|3949
7200|41|3952
7200|41|3954
7200|41|398
7200|41|3999
7200|11|m0301
7200|11|37765
7200|11|35371
7200|41|3926
7200|11|35860
7200|11|35361
7200|11|35700
7200|11|35701
7200|11|35721
7200|11|35741
7200|11|35761
7200|11|35800
7200|41|3818
7200|11|35840
7200|41|3816
7200|11|35870
7200|11|35875
7200|11|35876
7100|41|5979
7100|11|50947
7100|11|53400
7100|41|5798
7100|41|5799
7100|41|58.29
7100|41|5829
7100|41|59.11
7100|41|59.29
7200|11|35879
7200|11|35881
7200|11|35901
7200|11|35903
7200|11|35905
7200|11|35820
7200|41|38.15
7200|41|39.49
7200|11|35372
7200|11|35381
7200|11|35390
7200|41|38.10
7200|41|38.11
7200|41|38.12
7200|11|35500
7200|41|38.14
7200|11|35363
7200|41|38.16
7200|41|38.18
7200|41|3810
7200|41|3811
7200|41|3812
7200|41|3813
7200|41|3814
7200|41|3815
7200|41|38.13
7200|41|88.49
7200|41|88.40
7200|41|88.41
7200|41|88.42
7200|41|88.43
7200|41|88.44
7200|41|88.45
7200|41|88.46
7200|11|75665
7200|41|88.48
7200|11|75774
7200|41|88.50
7200|41|8840
7200|41|8841
7200|41|8842
7200|41|8843
7200|41|8844
7200|41|8845
7200|41|88.47
7200|11|75726
7200|11|75998
7200|11|75676
7200|11|75680
7200|11|75685
7200|11|75705
7200|11|75710
7200|11|75716
7200|11|75898
7200|11|75724
7200|11|75790
7200|11|75731
7200|11|75733
7200|11|75736
7200|11|75741
7200|11|75743
7200|11|75746
7200|11|75756
7200|41|8848
7200|11|75722
7200|11|36582
7200|41|8846
7200|11|36569
7200|11|36570
7200|11|36571
7200|11|36575
7200|11|36576
7200|11|36578
7200|11|36566
7200|11|36581
7200|11|36565
7200|11|36583
7200|11|36584
7200|11|36585
7200|11|36589
7200|11|36590
7200|11|36595
7200|11|36596
7200|11|36491
7200|11|36580
7200|11|36536
7200|11|75662
7200|41|8849
7200|41|8850
7200|11|36488
7200|11|36490
7100|41|59.99
7100|41|5911
7100|41|5796
7100|41|5999
7100|41|5734
7100|11|50948
7100|41|56.74
7100|41|5674
7100|11|51800
7100|11|51820
7100|11|51840
7100|11|51841
7100|11|53080
7100|11|53085
7100|11|53275
7100|41|5929
7100|41|5681
7100|41|56.81
7100|41|56.92
7100|41|64.11
7100|41|56.34
7100|41|64.42
7100|41|5599
7100|41|56.93
7100|41|56.94
7100|41|56.95
7100|41|5797
7100|41|5634
7100|41|5695
7100|41|5692
7100|41|5694
7100|41|5699
7100|41|57.31
7100|41|57.34
7100|41|57.96
7100|41|57.97
7100|41|57.98
7100|41|57.99
7100|41|5731
7100|41|56.99
7100|41|5841
7100|11|54344
7100|11|54348
7100|11|54352
7200|11|36100
7200|11|36120
7200|11|36140
7200|11|36160
7200|11|36200
7200|11|93980
7200|11|37201
7200|11|92998
7200|11|37200
7200|11|75970
7200|11|37204
7200|41|44.44
7200|41|4444
7200|11|75894
7200|11|35471
7200|11|37195
7200|11|35476
7200|11|37209
7200|11|75900
7200|11|g0269
7200|11|36000
7200|11|36005
7200|11|36010
7200|11|36011
7200|11|36550
7200|11|75968
7200|11|36597
7200|11|35473
7200|11|35474
7200|11|35475
7200|41|39.50
7200|41|3950
7200|11|75962
7200|11|92997
7200|11|75966
7200|11|75978
7200|41|00.55
7200|41|0055
7200|11|37205
7200|11|37206
7200|41|39.90
7200|41|3990
7200|11|75960
7200|11|36510
7200|11|75964
7200|41|88.64
7200|11|36012
7200|11|75891
7200|41|83.5
7200|41|835
7200|41|88.51
7200|41|88.60
7200|41|88.61
7200|11|75887
7200|41|88.63
7200|11|75885
7200|41|88.65
7200|41|88.66
7200|41|88.67
7200|41|88.68
7200|41|8851
7200|41|8860
7200|41|8861
7200|41|8862
7200|41|88.62
7100|41|57.85
7100|11|57220
7100|11|57230
7100|41|5785
7100|41|58.41
7100|41|58.42
7100|41|58.43
7100|11|54340
7100|41|58.47
7100|41|58.46
7100|41|5842
7100|41|5843
7100|41|593
7100|41|59.3
7100|11|53405
7100|41|5693
7100|41|5845
7100|41|5846
7100|41|5847
7100|41|5849
7100|41|58.45
7100|11|53510
7100|11|53443
7100|11|53450
7100|41|58.49
7100|11|54336
7100|11|53425
7100|11|53502
7100|11|53430
7100|11|53505
7100|11|53460
7100|11|53420
7100|11|53415
7100|11|53515
7100|11|53410
7200|11|75827
7200|11|35470
7200|41|38.92
7200|41|38.93
7200|41|3892
7200|41|3893
7200|11|75810
7200|11|75820
7200|11|75889
7200|11|75825
7200|11|36481
7200|11|75831
7200|11|75833
7200|11|75840
7200|11|75842
7200|11|75860
7200|11|75870
7200|11|75872
7200|11|75880
7200|11|75822
7200|41|38.21
7200|41|0029
7200|11|37250
7200|11|37251
7200|11|75945
7200|11|75946
7200|11|35400
7200|11|36299
7200|11|35472
7200|11|37501
7200|41|0023
7200|41|38.22
7200|41|3821
7200|41|3822
7200|11|75893
7200|11|35572
7200|11|36145
7200|11|36800
7200|11|36810
7200|11|36835
7200|11|36818
7200|41|3953
7200|11|36820
7200|11|36821
7200|11|36822
7200|11|36823
7200|11|36825
7200|11|36830
7200|11|36831
7200|11|36832
7200|11|36815
7200|11|37650
7200|11|37600
7200|11|37605
7200|11|37606
7200|11|37607
7200|11|37609
7200|11|37615
7200|11|37616
7200|41|38.00
7200|11|37618
7200|41|21.06
7200|11|37660
7200|11|37700
7200|11|37720
7200|11|37730
7200|11|37735
7200|11|37760
7200|11|37780
7200|11|37617
7200|41|3801
7200|41|3806
7200|41|38.02
7200|41|38.03
7200|41|38.05
7200|41|38.06
7200|41|38.07
7200|41|38.08
7200|11|37565
7200|41|3800
7200|41|2106
7200|41|3802
7200|41|3803
7200|11|75901
7200|11|75902
7200|11|75961
7200|11|37500
7200|41|00.21
7200|41|8607
7200|41|89.62
7200|41|8962
7200|11|g0363
7200|11|36478
7200|11|36479
7200|11|36475
7200|41|0028
7200|11|75940
7200|41|0025
7200|41|00.22
7200|41|00.23
5200|31|05881
5200|31|05882
5200|31|05889
5200|31|059.00
5200|31|059.01
5200|31|05910
5200|31|059.09
5200|31|0651
5200|31|059.11
5200|31|059.12
5200|31|059.19
5200|31|059.20
5200|31|059.21
5200|31|059.22
5200|31|059.8
5200|31|059.9
5200|31|05900
5200|31|05901
5200|31|059.02
5200|31|07272
5200|31|071
5200|31|023.9
5200|31|072.0
5200|31|017.35
5200|31|072.71
5200|31|072.72
7200|41|00.25
7200|41|00.28
7200|41|00.29
7200|41|0021
7200|41|0022
7200|11|37202
7200|11|36476
7200|11|35492
7200|11|36002
7200|11|0007t
7200|41|0063
7200|11|0075t
7200|11|0076t
7200|11|37215
7200|11|37216
7200|11|0005t
7200|11|35491
7200|41|00.63
7200|11|35493
7200|11|35494
7200|11|35495
7200|11|75992
7200|11|75993
7200|11|75994
7200|11|75995
7200|11|75996
7200|11|35490
7200|41|3972
7200|41|8863
7200|11|37203
7200|11|37620
7200|41|38.7
7200|41|387
7200|41|39.72
7200|41|39.79
7200|41|3805
7200|41|3807
7200|41|3809
7200|41|39.91
7200|41|3991
7200|41|38.52
7200|41|38.09
7200|41|3889
7200|41|38.50
7200|41|3881
7200|41|3882
7200|41|3883
7200|41|3884
7200|41|3885
7200|41|3886
7200|41|3857
7200|41|3888
7200|41|3855
7200|11|34203
7200|11|34401
7200|11|34421
7200|11|34451
7200|11|34471
7200|11|34490
7200|41|8864
7200|11|36489
7200|41|3887
7200|41|38.85
7200|11|35907
7200|41|38.53
7200|41|38.55
7200|41|38.57
7200|41|38.80
7200|41|38.81
7200|41|38.82
7200|41|3880
7200|41|38.84
7200|41|38.51
7200|41|38.86
5200|31|072.79
5200|31|072.8
7200|11|0006t
7200|41|39.97
7200|11|36640
7200|41|3979
7200|41|3996
7200|41|3997
7200|11|75896
7200|41|97.86
7200|41|97.87
7200|41|9786
5200|31|072.9
5200|31|0720
5200|31|065.9
5200|31|07271
5200|31|06649
5200|31|07279
5200|31|0728
5200|31|0729
5200|31|073.7
5200|31|073.8
5200|31|073.9
5200|31|0737
5200|31|0738
5200|31|0739
5200|31|074.0
5200|31|0723
5200|31|066.42
5200|31|05810
5200|31|0652
5200|31|0653
5200|31|0654
5200|31|0658
5200|31|0659
5200|31|066.0
5200|31|066.1
5200|31|066.3
5200|31|066.4
5200|31|0669
5200|31|066.41
5200|31|0668
5200|31|066.49
5200|31|066.8
5200|31|066.9
5200|31|0660
5200|31|0661
5200|31|0663
5200|31|0664
5200|31|06640
5200|31|06641
5200|31|06642
5200|31|0650
5200|31|066.40
5200|31|054.12
5200|31|05812
5200|31|05312
5200|31|05313
5200|31|05314
5200|31|05319
5200|31|05371
5200|31|05379
5200|31|0538
5200|31|0539
5200|31|054.0
5200|31|05310
5200|31|054.11
5200|31|053.9
5200|31|054.13
5200|31|054.19
5200|31|054.2
5200|31|054.5
5200|31|054.6
5200|31|054.71
5200|31|054.73
5200|31|054.74
5200|31|054.79
5200|31|054.8
5200|31|054.10
5200|31|0529
5200|31|05102
5200|31|0511
5200|31|0512
5200|31|0519
5200|31|052.2
5200|31|052.7
5200|31|052.8
5200|31|052.9
5200|31|052.91
5200|31|0522
5200|31|05311
5200|31|0528
5200|31|05410
5200|31|05291
5200|31|053.10
5200|31|053.11
5200|31|053.12
5200|31|053.13
5200|31|053.14
5200|31|053.19
5200|31|053.71
5200|31|053.79
7200|11|36493
7200|11|36533
7200|11|36568
7200|11|36535
7200|41|8847
7200|11|36537
7200|11|36555
7200|11|36556
7200|11|36557
7200|11|36558
7200|11|36560
7200|11|36561
7200|11|36563
7200|11|36534
7200|41|0009
7200|41|8886
7200|41|8889
7200|11|93760
7200|11|93762
7200|41|00.01
7200|41|00.03
7200|41|00.09
7200|11|75671
7200|41|0003
7200|41|8883
7200|41|88.77
7200|41|8877
7200|11|93922
7200|11|93923
7200|11|93924
7200|11|93925
7200|11|93926
7200|41|0001
7200|41|88.82
7200|11|93770
7200|11|93668
7200|11|36468
7200|11|36469
7200|11|36470
7200|11|36471
7200|41|39.92
7200|41|8885
7200|41|88.81
7200|41|8884
7200|41|88.83
7200|41|88.84
7200|41|88.85
7200|41|88.86
7200|41|88.89
7200|41|8881
7200|41|8882
7200|11|93965
7200|41|3992
7200|41|38.91
7200|11|93930
7200|11|36218
7200|11|36245
7200|11|36246
7200|11|36247
7200|11|36248
7200|11|36620
7200|11|36216
7200|11|36660
7200|11|36215
7200|41|3891
7200|11|75600
7200|11|75605
7200|11|75625
7200|11|75630
7200|11|75650
7200|11|75658
7200|11|75660
7200|11|36625
7200|11|93990
7200|41|86.07
7200|11|93970
7200|11|93971
7200|11|93975
7200|11|93976
7200|11|93978
7200|11|93979
7200|11|36217
7200|11|93981
7200|11|93931
7200|11|36013
7200|11|36014
7200|11|36015
7200|41|9787
7200|41|39.96
200|31|493.00
200|31|493.01
200|31|493.10
200|31|493.21
200|31|493.81
200|31|493.90
200|31|49300
200|31|49310
200|31|49320
5200|31|01696
5200|31|017.00
5200|31|017.01
5200|31|017.02
5200|31|017.03
5200|31|017.04
5200|31|017.05
5200|31|01690
5200|31|01645
5200|31|01630
5200|31|01631
5200|31|01632
5200|31|01633
5200|31|01634
5200|31|01635
5200|31|01636
5200|31|01640
5200|31|01641
5200|31|01642
5200|31|01664
5200|31|01644
5200|31|016.43
5200|31|01646
5200|31|01650
5200|31|01651
5200|31|01652
5200|31|01653
5200|31|01654
5200|31|01655
5200|31|01656
5200|31|01660
5200|31|01661
5200|31|01643
5200|31|01555
5200|31|016.45
5200|31|01521
5200|31|01522
5200|31|01523
5200|31|01524
5200|31|01525
5200|31|01526
5200|31|01550
5200|31|01551
5200|31|01552
5200|31|01516
5200|31|01554
5200|31|01515
5200|31|01556
5200|31|01560
5200|31|01561
5200|31|01562
5200|31|01563
5200|31|01564
5200|31|01565
5200|31|01566
5200|31|01570
5200|31|01571
5200|31|01553
5200|31|01501
5200|31|015.83
5200|31|015.84
5200|31|015.85
5200|31|015.86
5200|31|015.90
5200|31|015.91
5200|31|030.0
5200|31|031.2
5200|31|0279
5200|31|031.9
5200|31|0312
5200|31|0318
5200|31|0319
5200|31|032.89
5200|31|032.9
5200|31|03289
5200|31|0329
5200|31|033.0
5200|31|033.1
5200|31|0309
5200|31|026.9
5200|31|0231
5200|31|0230
5200|31|072.3
5200|31|0510
5200|31|0232
5200|31|0233
5200|31|0238
5200|31|0239
5200|31|024
5200|31|024.
5200|31|030.1
5200|31|025.
5200|31|0330
5200|31|0269
5200|31|027.0
5200|31|027.1
5200|31|027.2
5200|31|027.8
200|31|49381
200|31|49390
5200|31|027.9
5200|31|0270
5200|31|0271
5200|31|0272
5200|31|0278
5200|31|025
5200|31|0382
5200|31|038.41
5200|31|038.42
5200|31|038.43
5200|31|038.44
5200|31|038.49
5200|31|038.8
5200|31|038.9
5200|31|0380
5200|31|03810
5200|31|015.92
5200|31|015.93
5200|31|015.94
5200|31|015.95
5200|31|01520
5200|31|01500
5200|31|01574
5200|31|01502
5200|31|01503
5200|31|01504
5200|31|01505
5200|31|01506
5200|31|01510
5200|31|01511
5200|31|01512
5200|31|01513
5200|31|01514
5200|31|015.96
5200|31|016.30
5200|31|016.12
5200|31|016.13
5200|31|016.14
5200|31|016.15
5200|31|016.16
5200|31|016.20
5200|31|016.21
5200|31|016.22
5200|31|016.23
5200|31|016.24
5200|31|01572
5200|31|016.26
5200|31|016.06
5200|31|016.31
5200|31|016.32
5200|31|016.33
5200|31|016.34
5200|31|016.35
5200|31|016.36
5200|31|016.40
5200|31|016.41
5200|31|016.42
5200|31|017.11
5200|31|016.25
5200|31|01592
5200|31|016.44
5200|31|01575
5200|31|01576
5200|31|01580
5200|31|01581
5200|31|01582
5200|31|01583
5200|31|03811
5200|31|033.8
5200|31|03819
5200|31|038.2
5200|31|0383
5200|31|03840
5200|31|03841
5200|31|03842
5200|31|03843
5200|31|03844
5200|31|03849
5200|31|0388
5200|31|0389
5200|31|039.2
5200|31|03812
5200|31|0363
5200|31|039.3
5200|31|0331
5200|31|0338
5200|31|0339
5200|31|034.1
5200|31|0341
5200|31|036.2
5200|31|036.3
5200|31|036.81
5200|31|036.89
5200|31|038.40
5200|31|0362
5200|31|038.3
5200|31|03681
5200|31|03689
5200|31|0369
5200|31|037
5200|31|01754
5200|31|017.46
5200|31|017.50
5200|31|017.51
5200|31|017.52
5200|31|017.53
5200|31|017.54
5200|31|017.55
5200|31|017.56
5200|31|017.60
5200|31|017.44
5200|31|017.62
5200|31|017.43
5200|31|017.64
5200|31|017.65
5200|31|017.66
5200|31|017.70
5200|31|017.71
5200|31|017.72
5200|31|017.73
5200|31|017.74
5200|31|017.75
5200|31|017.76
5200|31|017.61
5200|31|017.26
5200|31|023.8
5200|31|017.12
5200|31|017.13
5200|31|017.14
5200|31|017.15
5200|31|017.16
5200|31|017.20
5200|31|017.21
5200|31|017.22
5200|31|017.23
5200|31|017.45
5200|31|017.25
5200|31|017.82
5200|31|017.30
5200|31|017.31
5200|31|017.32
5200|31|017.33
5200|31|017.34
5200|31|088.9
5200|31|017.36
5200|31|074.1
5200|31|017.41
5200|31|017.42
5200|31|017.24
5200|31|01735
5200|31|01720
5200|31|01721
5200|31|01722
5200|31|01723
5200|31|01724
5200|31|01725
5200|31|01726
5200|31|01730
5200|31|01731
5200|31|01732
5200|31|017.80
5200|31|037.
5200|31|038.0
5200|31|038.10
5200|31|038.11
5200|31|038.12
5200|31|038.19
5200|31|033.9
5200|31|036.9
5200|31|0600
5200|31|05811
5200|31|05911
5200|31|05912
5200|31|05919
5200|31|05920
5200|31|05921
5200|31|05922
5200|31|0598
5200|31|0599
5200|31|060.0
5200|31|05909
5200|31|060.9
5200|31|05902
5200|31|0601
5200|31|0609
5200|31|061
5200|31|061.
5200|31|065.0
5200|31|065.1
5200|31|065.2
5200|31|065.3
5200|31|065.4
5200|31|065.8
5200|31|060.1
5200|31|059.10
5200|31|071.
5200|31|0582
5200|31|05821
5200|31|05829
5200|31|0588
5200|31|01734
5200|31|01714
5200|31|01736
5200|31|01740
5200|31|01741
5200|31|01742
5200|31|01743
5200|31|01744
5200|31|01745
5200|31|01746
5200|31|01750
5200|31|01751
5200|31|01733
5200|31|01700
5200|31|017.10
5200|31|017.83
5200|31|017.84
5200|31|017.85
5200|31|017.86
5200|31|017.90
5200|31|017.91
5200|31|017.92
5200|31|017.93
5200|31|017.94
5200|31|01716
5200|31|017.96
5200|31|01715
5200|31|01701
5200|31|01702
5200|31|01703
5200|31|01704
5200|31|01705
5200|31|01706
5200|31|01710
5200|31|01711
5200|31|01712
5200|31|01713
5200|31|017.81
5200|31|017.95
5200|31|053.8
5200|31|0527
5200|31|058.10
5200|31|05609
5200|31|05679
5200|31|0568
5200|31|0569
5200|31|057.0
5200|31|057.8
5200|31|057.9
5200|31|0570
5200|31|0578
5200|31|0579
5200|31|054.9
5200|31|058.1
5200|31|056.8
5200|31|058.11
5200|31|058.12
5200|31|058.2
5200|31|058.21
5200|31|058.29
5200|31|058.8
5200|31|058.81
5200|31|058.82
5200|31|058.89
5200|31|0581
5200|31|058
5200|31|0548
5200|31|05101
5200|31|05411
5200|31|05412
5200|31|05413
5200|31|05419
5200|31|0542
5200|31|0545
5200|31|0546
5200|31|05471
5200|31|05473
5200|31|05600
5200|31|05479
5200|31|056.9
5200|31|0549
5200|31|055.79
5200|31|055.8
5200|31|055.9
5200|31|05579
5200|31|0558
5200|31|0559
5200|31|056.00
5200|31|056.09
5200|31|056.79
5200|31|0540
5200|31|05474
5200|31|01611
5200|31|01625
5200|31|016.94
5200|31|016.95
5200|31|016.96
5200|31|01600
5200|31|01601
5200|31|01602
5200|31|127.2
5200|31|127.3
5200|31|127.4
5200|31|127.5
5200|31|1260
5200|31|1342
5200|31|133.9
5200|31|1330
5200|31|1338
5200|31|1339
5200|31|134
5200|31|134.0
5200|31|134.1
5200|31|134.2
5200|31|134.8
5200|31|134.9
5200|31|130.5
5200|31|1341
5200|31|133
5200|31|1348
5200|31|1349
5200|31|135
5200|31|135.
5200|31|136
5200|31|136.0
5200|31|136.2
5200|31|01603
5200|31|01604
5200|31|01605
5200|31|016.92
5200|31|01610
5200|31|016.91
5200|31|01612
5200|31|01613
5200|31|01614
5200|31|01615
5200|31|01616
5200|31|01620
5200|31|01621
5200|31|01622
5200|31|01623
5200|31|017.40
5200|31|01606
5200|31|016.64
5200|31|016.46
5200|31|016.50
5200|31|016.51
5200|31|016.52
5200|31|016.53
5200|31|016.54
5200|31|38.8
5200|31|136.8
5200|31|27919
5200|31|289.3
5200|31|2893
5200|31|31.2
5200|31|34.1
5200|31|38.11
5200|31|38.19
5200|31|38.2
5200|31|38.42
5200|31|279.19
5200|31|38.49
5200|31|279.10
5200|31|38.9
5200|31|016.55
5200|31|016.56
5200|31|016.60
5200|31|016.61
5200|31|016.93
5200|31|016.63
5200|31|01626
5200|31|016.65
5200|31|016.66
5200|31|016.70
5200|31|016.71
5200|31|016.72
5200|31|016.73
5200|31|016.74
5200|31|016.75
5200|31|016.76
5200|31|016.90
5200|31|016.62
5200|31|01692
5200|31|01624
5200|31|01665
5200|31|01666
5200|31|01670
5200|31|01671
5200|31|01672
5200|31|01673
5200|31|01674
5200|31|01675
5200|31|01676
5200|31|01663
5200|31|01691
5200|31|01662
5200|31|01693
5200|31|01694
5200|31|01695
5200|31|136.21
5200|31|136.29
5200|31|136.4
5200|31|1340
5200|31|01584
5200|31|01585
5200|31|01586
5200|31|016.11
5200|31|01591
5200|31|016.10
5200|31|01593
5200|31|01594
5200|31|01595
5200|31|01596
5200|31|016.00
5200|31|016.01
5200|31|016.02
5200|31|016.03
5200|31|016.04
5200|31|016.05
5200|31|01573
5200|31|01590
5200|31|018.06
5200|31|01753
5200|31|132
5200|31|v01.71
5200|31|130.9
5200|31|1305
5200|31|1307
5200|31|1308
5200|31|1309
5200|31|131.03
5200|31|131.8
5200|31|131.9
5200|31|13103
5200|31|133.8
5200|31|1319
5200|31|133.0
5200|31|132.0
5200|31|132.1
5200|31|132.2
5200|31|132.3
5200|31|132.9
5200|31|1320
5200|31|1321
5200|31|1322
5200|31|1323
5200|31|1329
5200|31|130.7
5200|31|1318
5200|31|v75.4
5200|31|v73.88
5200|31|v742
5200|31|v743
5200|31|v744
5200|31|v745
5200|31|v746
5200|31|v748
5200|31|v749
5200|31|v75.0
5200|31|v75.1
5200|31|v740
5200|31|v75.3
5200|31|v74.9
5200|31|v75.5
5200|31|v75.6
5200|31|v75.7
5200|31|v75.8
5200|31|v75.9
5200|31|v750
5200|31|v751
5200|31|v752
5200|31|v753
5200|31|v754
5200|31|v75.2
5200|31|v7389
5200|31|v01.7
5200|31|v73.98
5200|31|v73.99
5200|31|v730
5200|31|v731
5200|31|v732
5200|31|v733
5200|31|v734
5200|31|v735
5200|31|v736
5200|31|v741
5200|31|v7388
5200|31|v757
5200|31|v7398
5200|31|v7399
5200|31|v74.0
5200|31|v74.1
5200|31|v74.2
5200|31|v74.3
5200|31|v74.4
5200|31|v74.5
5200|31|v74.6
5200|31|v74.8
5200|31|v7381
5200|31|704.0
5200|31|6117
5200|31|09041
5200|31|09042
5200|31|01792
5200|31|01793
5200|31|01794
5200|31|01795
5200|31|01796
5200|31|018.00
5200|31|018.01
5200|31|018.02
5200|31|018.03
5200|31|01790
5200|31|018.05
5200|31|01786
5200|31|018.80
5200|31|018.81
5200|31|018.82
5200|31|018.83
5200|31|018.84
5200|31|018.85
5200|31|018.86
5200|31|018.90
5200|31|018.91
5200|31|018.92
5200|31|018.04
5200|31|01772
5200|31|017.06
5200|31|01755
5200|31|01756
5200|31|01760
5200|31|01761
5200|31|01762
5200|31|01763
5200|31|01764
5200|31|01765
5200|31|01766
5200|31|01791
5200|31|01771
5200|31|018.95
5200|31|01773
5200|31|01774
5200|31|01775
5200|31|01776
5200|31|01780
5200|31|01781
5200|31|01782
5200|31|01783
5200|31|01784
5200|31|01785
5200|31|01770
5200|31|022.3
5200|31|020.9
5200|31|0200
5200|31|0202
5200|31|0208
5200|31|0209
5200|31|021.1
5200|31|021.8
5200|31|021.9
5200|31|0211
5200|31|0218
5200|31|018.93
5200|31|022.2
5200|31|020.0
5200|31|022.8
5200|31|022.9
5200|31|0222
5200|31|0223
5200|31|0228
5200|31|0229
5200|31|023.0
5200|31|023.1
5200|31|023.2
5200|31|023.3
5200|31|0219
5200|31|01883
5200|31|01752
5200|31|018.96
5200|31|01800
5200|31|01801
5200|31|01802
5200|31|01803
5200|31|01804
5200|31|01805
5200|31|01806
5200|31|01880
5200|31|020.8
5200|31|01882
5200|31|020.2
5200|31|01884
5200|31|01885
5200|31|01886
5200|31|01890
5200|31|01891
5200|31|01892
5200|31|01893
5200|31|01894
5200|31|01895
5200|31|v09.3
5200|31|v09.4
5200|31|v09.50
5200|31|v096
5200|31|v09.6
5200|31|v0951
5200|31|v09.71
5200|31|v09.80
5200|31|v09.81
5200|31|v09.90
5200|31|v09.91
5200|31|v090
5200|31|v091
5200|31|v092
5200|31|v093
5200|31|v094
5200|31|v0262
5200|31|v09.51
5200|31|0845
5200|31|082.41
5200|31|084.4
5200|31|084.5
5200|31|084.6
5200|31|084.7
5200|31|084.8
5200|31|084.9
5200|31|0840
5200|31|0841
5200|31|0842
5200|31|084.2
5200|31|0844
5200|31|084.1
5200|31|0846
5200|31|0847
5200|31|0848
5200|31|0849
5200|31|085.0
5200|31|085.1
5200|31|085.2
5200|31|085.3
5200|31|085.4
5200|31|085.5
5200|31|0843
5200|31|083.1
5200|31|1255
5200|31|082.8
5200|31|082.9
5200|31|0820
5200|31|0821
5200|31|0822
5200|31|0823
5200|31|08240
5200|31|08241
5200|31|08249
5200|31|084.3
5200|31|0829
5200|31|0851
5200|31|083.2
5200|31|083.21
5200|31|083.8
5200|31|083.9
5200|31|0831
5200|31|0832
5200|31|08321
5200|31|0838
5200|31|0839
5200|31|084.0
5200|31|0828
5200|31|099.49
5200|31|088.0
5200|31|390
5200|31|390.
5200|31|390.0
5200|31|3900
5200|31|392.9
5200|31|3929
5200|31|40.82
5200|31|41.1
5200|31|41.4
5200|31|38.43
5200|31|137.2
5200|31|v01.70
5200|31|1360
5200|31|1362
5200|31|13621
5200|31|13629
5200|31|1364
5200|31|1365
5200|31|1368
5200|31|1369
5200|31|137
5200|31|27910
5200|31|137.1
5200|31|4803
5200|31|137.3
5200|31|137.4
5200|31|01896
5200|31|018.94
5200|31|01881
5200|31|017.63
5200|31|1370
5200|31|1371
5200|31|1372
5200|31|1373
5200|31|1374
5200|31|139.8
5200|31|1398
5200|31|279.1
5200|31|137.0
5200|31|v00.5
5200|31|795.31
5200|31|795.5
5200|31|795.6
5200|31|795.71
5200|31|7953
5200|31|79531
5200|31|7955
5200|31|7956
5200|31|79571
5200|31|995.91
5200|31|41.86
5200|31|v00.3
5200|31|7907
5200|31|v003
5200|31|v005
5200|31|v01.0
5200|31|v01.1
5200|31|v01.2
5200|31|v01.3
5200|31|v01.4
5200|31|v01.5
5200|31|v01.6
5200|31|088.82
5200|31|99591
5200|31|78.11
5200|31|088.81
5200|31|015.82
5200|31|088.89
5200|31|01360
5200|31|0880
5200|31|08881
5200|31|08882
5200|31|08889
5200|31|0889
5200|31|085.9
5200|31|09489
5200|31|0870
5200|31|099.50
5200|31|099.51
5200|31|099.52
5200|31|099.53
5200|31|099.54
5200|31|099.55
5200|31|099.56
5200|31|099.59
5200|31|09949
5200|31|09950
5200|31|094.89
5200|31|086.9
5200|31|082.40
5200|31|0852
5200|31|0853
5200|31|0854
5200|31|0855
5200|31|0859
5200|31|086.0
5200|31|086.1
5200|31|086.2
5200|31|086.3
5200|31|0879
5200|31|086.5
5200|31|0871
5200|31|0860
5200|31|0861
5200|31|136.5
5200|31|52.9
5200|31|53.79
5200|31|53.9
5200|31|54.13
5200|31|54.9
5200|31|57.8
5200|31|57.9
5200|31|729.4
5200|31|7294
5200|31|795.3
5200|31|78.1
5200|31|7908
5200|31|78.19
5200|31|78.5
5200|31|785.52
5200|31|78552
5200|31|79.4
5200|31|79.6
5200|31|79.89
5200|31|79.99
5200|31|790.7
5200|31|790.8
5200|31|480.3
5200|31|75
5200|31|128
5200|31|122
5200|31|122.0
5200|31|122.1
5200|31|122.2
5200|31|122.3
5200|31|1210
5200|31|1174
5200|31|117.0
5200|31|117.1
5200|31|117.3
5200|31|117.4
5200|31|117.5
5200|31|117.6
5200|31|117.7
5200|31|117.8
5200|31|117.9
5200|31|1170
5200|31|1209
5200|31|1173
5200|31|122.6
5200|31|1175
5200|31|1176
5200|31|1177
5200|31|1178
5200|31|1179
5200|31|118
5200|31|118.
5200|31|120.1
5200|31|120.8
5200|31|120.9
5200|31|1171
5200|31|125.2
5200|31|1232
5200|31|1233
5200|31|1234
5200|31|1235
5200|31|1236
5200|31|1238
5200|31|1239
5200|31|124
5200|31|124.
5200|31|125
5200|31|122.4
5200|31|125.1
